Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Los Angeles, CA - Brentwood",2020-07-01,948000.0,-0.139,-0.14300000000000002,34.0,0.259,-0.19,67.0,0.218,0.047,57.0,-0.05,0.14,49.0,5.0,4.0,0.978,-0.003,-0.027000000000000003
"Los Angeles, CA - Brentwood",2020-08-01,912000.0,-0.038,-0.18300000000000002,51.0,0.5,0.063,79.0,0.179,0.27399999999999997,63.0,0.105,0.4,49.0,0.0,-1.0,0.986,0.008,-0.022000000000000002
"Los Angeles, CA - Brentwood",2020-09-01,985000.0,0.081,-0.044000000000000004,55.0,0.078,0.038,76.0,-0.038,0.31,70.0,0.111,0.556,49.0,0.0,-7.0,0.9940000000000001,0.006999999999999999,-0.012
"Los Angeles, CA - Brentwood",2020-10-01,980000.0,-0.005,-0.022000000000000002,47.0,-0.145,-0.145,88.0,0.158,0.833,83.0,0.18600000000000003,0.976,49.0,0.0,-2.0,0.998,0.004,-0.005
"Los Angeles, CA - Brentwood",2020-11-01,970000.0,-0.01,0.049,41.0,-0.128,-0.024,76.0,-0.136,0.9490000000000001,75.0,-0.096,1.083,53.0,4.0,5.0,1.0,0.002,0.005
"Los Angeles, CA - Brentwood",2020-12-01,820000.0,-0.155,-0.162,43.0,0.049,0.162,59.0,-0.22399999999999998,1.034,55.0,-0.267,1.2919999999999998,53.0,1.0,-15.0,0.993,-0.006999999999999999,0.01
"Los Angeles, CA - Brentwood",2021-01-01,785000.0,-0.043,-0.259,44.0,0.023,0.33299999999999996,49.0,-0.16899999999999998,0.324,66.0,0.2,1.063,69.0,16.0,-11.0,0.9920000000000001,-0.001,0.0
"Los Angeles, CA - Brentwood",2021-02-01,830000.0,0.057,-0.263,39.0,-0.114,0.083,58.0,0.184,0.381,69.0,0.045,0.816,77.0,8.0,8.0,0.988,-0.004,-0.003
"Los Angeles, CA - Brentwood",2021-03-01,904000.0,0.08900000000000001,-0.197,46.0,0.179,0.484,85.0,0.466,0.667,70.0,0.013999999999999999,0.795,70.0,-7.0,22.0,0.9940000000000001,0.006,-0.006999999999999999
"Los Angeles, CA - Brentwood",2021-04-01,945000.0,0.045,-0.196,69.0,0.5,1.091,101.0,0.188,1.463,75.0,0.071,1.083,55.0,-15.0,8.0,1.002,0.008,0.013000000000000001
"Los Angeles, CA - Brentwood",2021-05-01,983000.0,0.04,-0.163,86.0,0.24600000000000002,2.185,105.0,0.04,1.692,64.0,-0.147,0.455,51.0,-4.0,8.0,1.003,0.001,0.015
"Los Angeles, CA - Brentwood",2021-06-01,936000.0,-0.048,-0.149,95.0,0.105,2.519,88.0,-0.162,0.6,55.0,-0.141,-0.083,45.0,-7.0,1.0,1.003,0.0,0.022000000000000002
"Los Angeles, CA - Brentwood",2021-07-01,932000.0,-0.004,-0.016,84.0,-0.11599999999999999,1.4709999999999999,82.0,-0.068,0.22399999999999998,61.0,0.109,0.07,49.0,5.0,0.0,0.9990000000000001,-0.003,0.021
"Los Angeles, CA - Brentwood",2021-08-01,935000.0,0.003,0.026000000000000002,78.0,-0.071,0.529,80.0,-0.024,0.013000000000000001,60.0,-0.016,-0.048,47.0,-3.0,-3.0,1.008,0.009000000000000001,0.021
"Los Angeles, CA - Century City",2014-01-01,870000.0,-0.011000000000000001,0.024,32.0,-0.22,0.185,31.0,-0.114,-0.225,58.0,0.0,0.45,70.0,11.0,-41.0,0.9540000000000001,0.0,0.028999999999999998
"Los Angeles, CA - Century City",2014-02-01,981000.0,0.127,0.042,28.0,-0.125,-0.17600000000000002,45.0,0.452,-0.043,63.0,0.086,0.658,96.0,26.0,40.0,0.9540000000000001,-0.001,0.022000000000000002
"Los Angeles, CA - Century City",2014-03-01,983000.0,0.002,0.09300000000000001,32.0,0.14300000000000002,-0.03,54.0,0.2,-0.14300000000000002,62.0,-0.016,0.319,119.0,23.0,78.0,0.9640000000000001,0.01,0.019
"Los Angeles, CA - Century City",2014-04-01,1000000.0,0.018000000000000002,0.19,42.0,0.313,0.105,57.0,0.055999999999999994,-0.017,62.0,0.0,0.292,111.0,-8.0,66.0,0.965,0.001,0.022000000000000002
"Los Angeles, CA - Century City",2014-05-01,965000.0,-0.035,0.245,45.0,0.071,0.21600000000000003,52.0,-0.08800000000000001,-0.188,55.0,-0.113,0.038,94.0,-18.0,43.0,0.975,0.01,0.019
"Los Angeles, CA - Century City",2014-06-01,1025000.0,0.062000000000000006,0.32799999999999996,37.0,-0.17800000000000002,-0.11900000000000001,52.0,0.0,-0.037000000000000005,58.0,0.055,0.094,65.0,-29.0,10.0,0.973,-0.002,0.015
"Los Angeles, CA - Century City",2014-07-01,1000000.0,-0.024,0.306,39.0,0.054000000000000006,0.026000000000000002,43.0,-0.17300000000000001,-0.157,60.0,0.034,0.071,49.0,-16.0,-14.0,0.9740000000000001,0.001,0.0
"Los Angeles, CA - Century City",2014-08-01,1000000.0,0.0,0.25,35.0,-0.10300000000000001,-0.054000000000000006,42.0,-0.023,-0.354,53.0,-0.11699999999999999,-0.22100000000000003,37.0,-12.0,-26.0,0.963,-0.011000000000000001,-0.002
"Los Angeles, CA - Century City",2014-09-01,993000.0,-0.006999999999999999,0.062000000000000006,39.0,0.114,0.083,46.0,0.095,-0.258,64.0,0.20800000000000002,-0.015,41.0,4.0,-31.0,0.965,0.002,-0.006999999999999999
"Los Angeles, CA - Century City",2014-10-01,880000.0,-0.114,-0.23500000000000001,40.0,0.026000000000000002,0.053,54.0,0.174,-0.19399999999999998,57.0,-0.109,-0.136,44.0,3.0,-21.0,0.971,0.006,0.002
"Los Angeles, CA - Century City",2014-11-01,850000.0,-0.034,-0.086,36.0,-0.1,-0.14300000000000002,51.0,-0.055999999999999994,0.308,54.0,-0.053,-0.14300000000000002,56.0,12.0,-4.0,0.98,0.008,0.013999999999999999
"Los Angeles, CA - Century City",2014-12-01,725000.0,-0.147,-0.17600000000000002,35.0,-0.027999999999999997,-0.146,32.0,-0.373,-0.086,42.0,-0.222,-0.276,39.0,-17.0,-20.0,0.991,0.011000000000000001,0.036000000000000004
"Los Angeles, CA - Century City",2015-01-01,755000.0,0.040999999999999995,-0.132,29.0,-0.171,-0.094,26.0,-0.188,-0.161,49.0,0.167,-0.155,42.0,3.0,-28.0,0.9770000000000001,-0.013999999999999999,0.022000000000000002
"Los Angeles, CA - Century City",2015-02-01,730000.0,-0.033,-0.256,25.0,-0.138,-0.107,26.0,0.0,-0.42200000000000004,44.0,-0.102,-0.302,47.0,5.0,-49.0,0.9670000000000001,-0.009000000000000001,0.013999999999999999
"Los Angeles, CA - Century City",2015-03-01,900000.0,0.233,-0.084,21.0,-0.16,-0.344,45.0,0.731,-0.167,52.0,0.182,-0.161,68.0,21.0,-51.0,0.9540000000000001,-0.013000000000000001,-0.009000000000000001
"Los Angeles, CA - Century City",2015-04-01,760000.0,-0.156,-0.24,25.0,0.19,-0.405,44.0,-0.022000000000000002,-0.228,47.0,-0.096,-0.242,23.0,-45.0,-88.0,0.968,0.013000000000000001,0.003
"Los Angeles, CA - Century City",2015-05-01,755000.0,-0.006999999999999999,-0.218,28.0,0.12,-0.378,43.0,-0.023,-0.17300000000000001,47.0,0.0,-0.145,45.0,22.0,-49.0,0.975,0.006999999999999999,0.0
"Los Angeles, CA - Century City",2015-06-01,757000.0,0.002,-0.262,36.0,0.28600000000000003,-0.027000000000000003,43.0,0.0,-0.17300000000000001,50.0,0.064,-0.138,31.0,-14.0,-35.0,0.9840000000000001,0.009000000000000001,0.011000000000000001
"Los Angeles, CA - Century City",2015-07-01,759000.0,0.003,-0.24100000000000002,34.0,-0.055999999999999994,-0.128,48.0,0.11599999999999999,0.11599999999999999,49.0,-0.02,-0.18300000000000002,33.0,2.0,-17.0,0.9920000000000001,0.008,0.018000000000000002
"Los Angeles, CA - Century City",2015-08-01,769000.0,0.013000000000000001,-0.23199999999999998,35.0,0.028999999999999998,0.0,52.0,0.083,0.23800000000000002,47.0,-0.040999999999999995,-0.113,33.0,1.0,-4.0,0.991,-0.001,0.027999999999999997
"Los Angeles, CA - Century City",2015-09-01,800000.0,0.040999999999999995,-0.19399999999999998,27.0,-0.22899999999999998,-0.308,44.0,-0.154,-0.043,44.0,-0.064,-0.313,43.0,10.0,2.0,0.988,-0.003,0.024
"Los Angeles, CA - Century City",2015-10-01,825000.0,0.031000000000000003,-0.063,21.0,-0.222,-0.47500000000000003,49.0,0.114,-0.09300000000000001,50.0,0.136,-0.12300000000000001,62.0,19.0,19.0,0.9620000000000001,-0.027000000000000003,-0.009000000000000001
"Los Angeles, CA - Century City",2015-11-01,850000.0,0.03,0.0,26.0,0.23800000000000002,-0.278,37.0,-0.245,-0.275,39.0,-0.22,-0.278,63.0,1.0,7.0,0.965,0.003,-0.013999999999999999
"Los Angeles, CA - Century City",2015-12-01,879000.0,0.034,0.212,31.0,0.192,-0.114,30.0,-0.189,-0.063,32.0,-0.179,-0.23800000000000002,40.0,-23.0,1.0,0.96,-0.005,-0.031000000000000003
"Los Angeles, CA - Century City",2016-01-01,867000.0,-0.013999999999999999,0.14800000000000002,32.0,0.032,0.10300000000000001,31.0,0.033,0.192,42.0,0.313,-0.14300000000000002,60.0,20.0,18.0,0.9740000000000001,0.013999999999999999,-0.003
"Los Angeles, CA - Century City",2016-02-01,940000.0,0.084,0.28800000000000003,27.0,-0.156,0.08,48.0,0.5479999999999999,0.846,45.0,0.071,0.023,63.0,4.0,16.0,0.976,0.002,0.008
"Los Angeles, CA - Century City",2016-03-01,890000.0,-0.053,-0.011000000000000001,20.0,-0.259,-0.048,55.0,0.146,0.222,44.0,-0.022000000000000002,-0.154,75.0,12.0,7.0,0.983,0.006999999999999999,0.027999999999999997
"Los Angeles, CA - Century City",2016-04-01,1025000.0,0.152,0.349,31.0,0.55,0.24,52.0,-0.055,0.182,45.0,0.023,-0.043,34.0,-41.0,11.0,0.9770000000000001,-0.005,0.01
"Los Angeles, CA - Century City",2016-05-01,968000.0,-0.055999999999999994,0.281,34.0,0.09699999999999999,0.214,43.0,-0.17300000000000001,0.0,40.0,-0.111,-0.149,34.0,0.0,-11.0,0.971,-0.006,-0.003
"Los Angeles, CA - Century City",2016-06-01,1045000.0,0.08,0.381,35.0,0.028999999999999998,-0.027999999999999997,37.0,-0.14,-0.14,33.0,-0.17500000000000002,-0.34,46.0,12.0,15.0,0.971,-0.001,-0.013000000000000001
"Los Angeles, CA - Century City",2016-07-01,813000.0,-0.222,0.07,26.0,-0.257,-0.23500000000000001,37.0,0.0,-0.22899999999999998,40.0,0.212,-0.184,52.0,7.0,20.0,0.971,0.001,-0.02
"Los Angeles, CA - Century City",2016-08-01,845000.0,0.04,0.1,25.0,-0.038,-0.28600000000000003,44.0,0.189,-0.154,39.0,-0.025,-0.17,41.0,-11.0,8.0,0.9790000000000001,0.008,-0.012
"Los Angeles, CA - Century City",2016-09-01,788000.0,-0.068,-0.016,30.0,0.2,0.111,55.0,0.25,0.25,42.0,0.077,-0.045,42.0,1.0,-1.0,0.9840000000000001,0.005,-0.004
"Los Angeles, CA - Century City",2016-10-01,918000.0,0.165,0.11199999999999999,35.0,0.167,0.667,48.0,-0.127,-0.02,38.0,-0.095,-0.24,43.0,1.0,-20.0,0.981,-0.003,0.019
"Los Angeles, CA - Century City",2016-11-01,983000.0,0.071,0.156,37.0,0.057,0.423,45.0,-0.063,0.21600000000000003,45.0,0.184,0.154,54.0,12.0,-9.0,0.976,-0.005,0.01
"Los Angeles, CA - Century City",2016-12-01,985000.0,0.003,0.121,33.0,-0.10800000000000001,0.065,34.0,-0.244,0.133,44.0,-0.022000000000000002,0.375,51.0,-3.0,11.0,0.966,-0.01,0.006
"Los Angeles, CA - Century City",2017-01-01,1050000.0,0.066,0.21100000000000002,25.0,-0.242,-0.219,37.0,0.08800000000000001,0.19399999999999998,46.0,0.045,0.095,48.0,-3.0,-12.0,0.9640000000000001,-0.002,-0.01
"Los Angeles, CA - Century City",2017-02-01,1025000.0,-0.024,0.09,23.0,-0.08,-0.14800000000000002,31.0,-0.162,-0.354,37.0,-0.196,-0.17800000000000002,48.0,0.0,-15.0,0.961,-0.003,-0.015
"Los Angeles, CA - Century City",2017-03-01,1000000.0,-0.024,0.12400000000000001,28.0,0.217,0.4,37.0,0.19399999999999998,-0.327,42.0,0.135,-0.045,29.0,-20.0,-47.0,0.97,0.009000000000000001,-0.013000000000000001
"Los Angeles, CA - Century City",2017-04-01,954000.0,-0.046,-0.069,26.0,-0.071,-0.161,43.0,0.162,-0.17300000000000001,45.0,0.071,0.0,24.0,-5.0,-10.0,0.975,0.005,-0.002
"Los Angeles, CA - Century City",2017-05-01,932000.0,-0.023,-0.037000000000000005,30.0,0.154,-0.11800000000000001,48.0,0.11599999999999999,0.11599999999999999,39.0,-0.133,-0.025,36.0,12.0,2.0,0.976,0.001,0.005
"Los Angeles, CA - Century City",2017-06-01,990000.0,0.062000000000000006,-0.053,42.0,0.4,0.2,49.0,0.021,0.324,40.0,0.026000000000000002,0.212,37.0,2.0,-9.0,0.9690000000000001,-0.006999999999999999,-0.001
"Los Angeles, CA - Century City",2017-07-01,991000.0,0.001,0.219,50.0,0.19,0.923,37.0,-0.245,0.0,37.0,-0.075,-0.075,37.0,0.0,-15.0,0.975,0.006,0.004
"Los Angeles, CA - Century City",2017-08-01,981000.0,-0.01,0.161,47.0,-0.06,0.88,39.0,0.054000000000000006,-0.114,33.0,-0.10800000000000001,-0.154,47.0,10.0,6.0,0.978,0.003,-0.001
"Los Angeles, CA - Century City",2017-09-01,1030000.0,0.05,0.308,37.0,-0.21300000000000002,0.233,37.0,-0.051,-0.327,29.0,-0.121,-0.31,35.0,-12.0,-7.0,0.9870000000000001,0.009000000000000001,0.002
"Los Angeles, CA - Century City",2017-10-01,1043000.0,0.012,0.136,30.0,-0.189,-0.14300000000000002,45.0,0.21600000000000003,-0.063,32.0,0.10300000000000001,-0.158,26.0,-9.0,-17.0,0.981,-0.005,0.0
"Los Angeles, CA - Century City",2017-11-01,1125000.0,0.079,0.145,35.0,0.167,-0.054000000000000006,32.0,-0.289,-0.289,27.0,-0.156,-0.4,25.0,-1.0,-29.0,0.9820000000000001,0.0,0.006
"Los Angeles, CA - Century City",2017-12-01,1131000.0,0.005,0.14800000000000002,27.0,-0.22899999999999998,-0.182,23.0,-0.281,-0.324,20.0,-0.259,-0.545,28.0,3.0,-23.0,0.981,-0.001,0.015
"Los Angeles, CA - Century City",2018-01-01,1220000.0,0.079,0.162,32.0,0.185,0.28,21.0,-0.087,-0.43200000000000005,25.0,0.25,-0.457,58.0,30.0,10.0,0.975,-0.006,0.011000000000000001
"Los Angeles, CA - Century City",2018-02-01,1113000.0,-0.08800000000000001,0.085,26.0,-0.188,0.13,36.0,0.7140000000000001,0.161,33.0,0.32,-0.10800000000000001,64.0,6.0,16.0,0.978,0.003,0.017
"Los Angeles, CA - Century City",2018-03-01,1140000.0,0.025,0.14,31.0,0.192,0.107,47.0,0.306,0.27,33.0,0.0,-0.214,25.0,-40.0,-4.0,0.986,0.008,0.016
"Los Angeles, CA - Century City",2018-04-01,1150000.0,0.009000000000000001,0.20600000000000002,35.0,0.129,0.34600000000000003,51.0,0.085,0.18600000000000003,32.0,-0.03,-0.289,26.0,1.0,2.0,0.997,0.012,0.022000000000000002
"Los Angeles, CA - Century City",2018-05-01,985000.0,-0.14300000000000002,0.057,33.0,-0.057,0.1,49.0,-0.039,0.021,33.0,0.031000000000000003,-0.154,26.0,0.0,-10.0,0.996,-0.001,0.02
"Los Angeles, CA - Century City",2018-06-01,1210000.0,0.228,0.222,38.0,0.152,-0.095,50.0,0.02,0.02,35.0,0.061,-0.125,30.0,4.0,-8.0,0.99,-0.006,0.021
"Los Angeles, CA - Century City",2018-07-01,1190000.0,-0.016,0.201,31.0,-0.184,-0.38,42.0,-0.16,0.135,34.0,-0.028999999999999998,-0.081,29.0,-1.0,-8.0,0.986,-0.005,0.01
"Los Angeles, CA - Century City",2018-08-01,1580000.0,0.32799999999999996,0.611,32.0,0.032,-0.319,40.0,-0.048,0.026000000000000002,34.0,0.0,0.03,29.0,0.0,-18.0,0.99,0.005,0.013000000000000001
"Los Angeles, CA - Century City",2018-09-01,1450000.0,-0.08199999999999999,0.408,25.0,-0.219,-0.324,37.0,-0.075,0.0,36.0,0.059000000000000004,0.24100000000000002,19.0,-10.0,-16.0,1.0090000000000001,0.019,0.023
"Los Angeles, CA - Century City",2018-10-01,1180000.0,-0.18600000000000003,0.132,25.0,0.0,-0.167,34.0,-0.081,-0.244,38.0,0.055999999999999994,0.188,27.0,8.0,1.0,0.998,-0.011000000000000001,0.017
"Los Angeles, CA - Century City",2018-11-01,1070000.0,-0.09300000000000001,-0.049,21.0,-0.16,-0.4,30.0,-0.11800000000000001,-0.063,38.0,0.0,0.40700000000000003,24.0,-3.0,-1.0,0.997,-0.001,0.015
"Los Angeles, CA - Century City",2018-12-01,1070000.0,0.0,-0.054000000000000006,17.0,-0.19,-0.37,19.0,-0.36700000000000005,-0.174,32.0,-0.158,0.6,29.0,5.0,1.0,0.9840000000000001,-0.012,0.003
"Los Angeles, CA - Century City",2019-01-01,910000.0,-0.15,-0.255,14.0,-0.17600000000000002,-0.563,22.0,0.158,0.048,29.0,-0.094,0.16,50.0,21.0,-9.0,0.995,0.011000000000000001,0.021
"Los Angeles, CA - Century City",2019-02-01,1025000.0,0.127,-0.079,17.0,0.214,-0.34600000000000003,23.0,0.045,-0.36100000000000004,35.0,0.207,0.061,97.0,48.0,33.0,0.973,-0.022000000000000002,-0.005
"Los Angeles, CA - Century City",2019-03-01,1100000.0,0.073,-0.035,21.0,0.23500000000000001,-0.32299999999999995,40.0,0.7390000000000001,-0.149,43.0,0.22899999999999998,0.303,97.0,0.0,73.0,0.9690000000000001,-0.005,-0.017
"Los Angeles, CA - Century City",2019-04-01,1100000.0,0.0,-0.043,23.0,0.095,-0.34299999999999997,43.0,0.075,-0.157,47.0,0.09300000000000001,0.469,53.0,-44.0,28.0,0.976,0.008,-0.021
"Los Angeles, CA - Century City",2019-05-01,975000.0,-0.114,-0.01,23.0,0.0,-0.303,37.0,-0.14,-0.245,40.0,-0.149,0.212,53.0,0.0,28.0,0.9890000000000001,0.013000000000000001,-0.006999999999999999
"Los Angeles, CA - Century City",2019-06-01,869000.0,-0.109,-0.282,21.0,-0.087,-0.44700000000000006,30.0,-0.189,-0.4,39.0,-0.025,0.114,58.0,5.0,29.0,0.995,0.006,0.005
"Los Angeles, CA - Century City",2019-07-01,895000.0,0.03,-0.24800000000000003,22.0,0.048,-0.29,42.0,0.4,0.0,54.0,0.385,0.588,65.0,7.0,36.0,0.997,0.002,0.012
"Los Angeles, CA - Century City",2019-08-01,912000.0,0.019,-0.423,19.0,-0.136,-0.406,57.0,0.35700000000000004,0.425,64.0,0.185,0.882,64.0,-1.0,35.0,0.991,-0.006999999999999999,0.0
"Los Angeles, CA - Century City",2019-09-01,990000.0,0.086,-0.317,18.0,-0.053,-0.28,58.0,0.018000000000000002,0.568,62.0,-0.031000000000000003,0.7220000000000001,63.0,-1.0,44.0,0.991,0.0,-0.018000000000000002
"Los Angeles, CA - Century City",2019-10-01,1050000.0,0.06,-0.11,23.0,0.278,-0.08,41.0,-0.29300000000000004,0.20600000000000002,54.0,-0.129,0.42100000000000004,65.0,2.0,38.0,0.971,-0.02,-0.027000000000000003
"Los Angeles, CA - Century City",2019-11-01,1040000.0,-0.01,-0.027999999999999997,27.0,0.174,0.28600000000000003,33.0,-0.195,0.1,52.0,-0.037000000000000005,0.368,61.0,-4.0,37.0,0.97,-0.001,-0.027000000000000003
"Los Angeles, CA - Century City",2019-12-01,1128000.0,0.085,0.054000000000000006,30.0,0.111,0.765,25.0,-0.242,0.316,42.0,-0.192,0.313,79.0,18.0,50.0,0.9590000000000001,-0.011000000000000001,-0.025
"Los Angeles, CA - Century City",2020-01-01,1106000.0,-0.02,0.21600000000000003,29.0,-0.033,1.071,38.0,0.52,0.7270000000000001,51.0,0.214,0.7590000000000001,92.0,13.0,43.0,0.956,-0.003,-0.039
"Los Angeles, CA - Century City",2020-02-01,1083000.0,-0.021,0.055999999999999994,26.0,-0.10300000000000001,0.529,42.0,0.105,0.826,48.0,-0.059000000000000004,0.371,105.0,13.0,8.0,0.965,0.009000000000000001,-0.008
"Los Angeles, CA - Century City",2020-03-01,1075000.0,-0.006999999999999999,-0.023,29.0,0.115,0.381,47.0,0.11900000000000001,0.17500000000000002,43.0,-0.10400000000000001,0.0,93.0,-12.0,-4.0,0.981,0.016,0.013000000000000001
"Los Angeles, CA - Century City",2020-04-01,1039000.0,-0.033,-0.055,23.0,-0.207,0.0,33.0,-0.298,-0.233,42.0,-0.023,-0.106,48.0,-45.0,-5.0,0.996,0.015,0.02
"Los Angeles, CA - Century City",2020-05-01,1132000.0,0.08900000000000001,0.161,22.0,-0.043,-0.043,33.0,0.0,-0.10800000000000001,52.0,0.23800000000000002,0.3,51.0,3.0,-2.0,0.985,-0.011000000000000001,-0.004
"Los Angeles, CA - Century City",2020-06-01,1185000.0,0.047,0.364,13.0,-0.409,-0.381,37.0,0.121,0.233,57.0,0.096,0.462,75.0,24.0,17.0,0.9770000000000001,-0.008,-0.018000000000000002
"Los Angeles, CA - Century City",2020-07-01,1243000.0,0.049,0.38799999999999996,10.0,-0.231,-0.545,49.0,0.324,0.167,69.0,0.21100000000000002,0.278,96.0,21.0,31.0,0.973,-0.004,-0.024
"Los Angeles, CA - Century City",2020-08-01,1058000.0,-0.149,0.16,21.0,1.1,0.105,49.0,0.0,-0.14,67.0,-0.028999999999999998,0.047,54.0,-42.0,-10.0,0.985,0.012,-0.006
"Los Angeles, CA - Century City",2020-09-01,1100000.0,0.04,0.111,22.0,0.048,0.222,55.0,0.122,-0.052000000000000005,72.0,0.075,0.161,55.0,1.0,-9.0,0.9840000000000001,-0.001,-0.006999999999999999
"Los Angeles, CA - Century City",2020-10-01,1117000.0,0.015,0.063,30.0,0.364,0.304,47.0,-0.145,0.146,67.0,-0.069,0.24100000000000002,53.0,-2.0,-13.0,0.978,-0.006,0.006999999999999999
"Los Angeles, CA - Century City",2020-11-01,1130000.0,0.012,0.087,22.0,-0.267,-0.185,40.0,-0.149,0.212,59.0,-0.11900000000000001,0.135,54.0,1.0,-8.0,0.971,-0.006999999999999999,0.001
"Los Angeles, CA - Century City",2020-12-01,1135000.0,0.004,0.006,29.0,0.318,-0.033,31.0,-0.225,0.24,55.0,-0.068,0.31,64.0,11.0,-15.0,0.9670000000000001,-0.004,0.008
"Los Angeles, CA - Century City",2021-01-01,1155000.0,0.018000000000000002,0.044000000000000004,30.0,0.034,0.034,41.0,0.32299999999999995,0.079,60.0,0.091,0.17600000000000002,105.0,41.0,13.0,0.958,-0.009000000000000001,0.002
"Los Angeles, CA - Century City",2021-02-01,1200000.0,0.039,0.109,37.0,0.233,0.423,57.0,0.39,0.35700000000000004,69.0,0.15,0.438,102.0,-3.0,-3.0,0.9620000000000001,0.004,-0.003
