Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
,February 2021,$970K,6.8%,-14.6%,8,-20.0%,166.7%,7,-12.5%,0.0%,6,-14.3%,-14.3%,67,0,23,97.6%,-0.7%,0.5%
,March 2021,"$1,085K",11.9%,-8.2%,7,-12.5%,250.0%,4,-42.9%,-55.6%,3,-50.0%,-50.0%,92,26,12,99.3%,1.7%,2.6%
,April 2021,"$1,128K",3.9%,-0.7%,8,14.3%,166.7%,4,0.0%,-20.0%,3,0.0%,0.0%,80,-12,36,98.3%,-1.0%,-1.8%
,May 2021,"$1,349K",19.6%,18.8%,6,-25.0%,20.0%,4,0.0%,0.0%,3,0.0%,-40.0%,89,9,70,100.1%,1.8%,-1.3%
,June 2021,"$1,404K",4.1%,12.3%,6,0.0%,-14.3%,6,50.0%,20.0%,3,0.0%,-50.0%,45,-44,26,100.9%,0.8%,0.2%
,July 2021,"$1,724K",22.8%,37.9%,6,0.0%,20.0%,6,0.0%,-25.0%,3,0.0%,-62.5%,41,-4,23,101.2%,0.2%,0.4%
,August 2021,"$1,775K",3.0%,26.2%,5,-16.7%,150.0%,6,0.0%,-40.0%,3,0.0%,-70.0%,44,3,24,99.5%,-1.7%,0.4%
"Los Angeles, CA - Century City",February 2014,"$1,073K",,,2,,,4,,,5,,,8,,,99.1%,,
,March 2014,$850K,-20.7%,,3,50.0%,,3,-25.0%,,5,0.0%,,28,20,,97.0%,-2.1%,
,April 2014,$850K,0.0%,-12.3%,3,0.0%,50.0%,1,-66.7%,0.0%,5,0.0%,400.0%,28,0,-69,97.0%,0.0%,-2.3%
,May 2014,$889K,4.6%,-8.3%,3,0.0%,50.0%,4,300.0%,33.3%,7,40.0%,250.0%,94,67,-2,97.7%,0.7%,-1.6%
,June 2014,$917K,3.2%,17.6%,2,-33.3%,-33.3%,5,25.0%,150.0%,6,-14.3%,500.0%,95,1,18,100.1%,2.5%,-0.6%
,July 2014,$945K,3.1%,73.4%,3,50.0%,200.0%,4,-20.0%,100.0%,5,-16.7%,400.0%,94,-1,75,98.1%,-2.0%,-5.7%
,August 2014,"$1,175K",24.3%,115.6%,1,-66.7%,0.0%,1,-75.0%,,4,-20.0%,,27,-67,8,94.0%,-4.1%,-9.8%
,September 2014,"$1,175K",0.0%,,1,0.0%,,,,,4,0.0%,,27,0,,94.0%,0.0%,
,November 2014,"$1,015K",,,1,,,3,,,3,,,149,,,96.7%,,
,December 2014,"$1,015K",0.0%,,1,0.0%,,4,33.3%,,4,33.3%,,149,0,,96.7%,0.0%,
,January 2015,"$1,015K",0.0%,,1,0.0%,,4,0.0%,,5,25.0%,,149,0,,96.7%,0.0%,
,April 2015,"$1,000K",,17.6%,1,,-66.7%,5,,400.0%,8,,60.0%,106,,79,90.9%,,-6.1%
,May 2015,"$1,300K",30.0%,46.3%,2,100.0%,-33.3%,6,20.0%,50.0%,7,-12.5%,0.0%,113,7,19,93.2%,2.3%,-4.4%
,June 2015,$990K,-23.8%,8.0%,4,100.0%,100.0%,6,0.0%,20.0%,7,0.0%,16.7%,88,-25,-7,96.3%,3.1%,-3.8%
,July 2015,$980K,-1.0%,3.7%,3,-25.0%,0.0%,5,-16.7%,25.0%,9,28.6%,80.0%,70,-18,-24,98.1%,1.8%,0.0%
,August 2015,$908K,-7.4%,-22.8%,4,33.3%,300.0%,4,-20.0%,300.0%,9,0.0%,125.0%,86,16,59,99.2%,1.1%,5.2%
,September 2015,$951K,4.8%,-19.1%,2,-50.0%,100.0%,3,-25.0%,,9,0.0%,125.0%,128,42,101,98.9%,-0.2%,4.9%
,October 2015,$951K,0.0%,,2,0.0%,,4,33.3%,,8,-11.1%,,128,0,,98.9%,0.0%,
,November 2015,$798K,-16.1%,-21.4%,2,0.0%,100.0%,4,0.0%,33.3%,5,-37.5%,66.7%,50,-79,-100,96.1%,-2.8%,-0.6%
,December 2015,$833K,4.4%,-18.0%,4,100.0%,300.0%,4,0.0%,0.0%,5,0.0%,25.0%,32,-18,-118,97.7%,1.6%,1.1%
,January 2016,$833K,0.0%,-18.0%,4,0.0%,300.0%,2,-50.0%,-50.0%,4,-20.0%,-20.0%,32,0,-118,97.7%,0.0%,1.1%
,February 2016,"$1,600K",92.2%,,4,0.0%,,3,50.0%,,5,25.0%,,77,46,,108.3%,10.5%,
,March 2016,"$1,850K",15.6%,,3,-25.0%,,4,33.3%,,7,40.0%,,112,35,,107.1%,-1.2%,
,April 2016,"$1,418K",-23.4%,41.8%,4,33.3%,300.0%,6,50.0%,20.0%,9,28.6%,12.5%,96,-17,-11,103.8%,-3.3%,12.8%
,May 2016,$968K,-31.7%,-25.5%,2,-50.0%,0.0%,6,0.0%,0.0%,8,-11.1%,14.3%,56,-40,-57,90.3%,-13.4%,-2.9%
,June 2016,"$1,168K",20.6%,17.9%,2,0.0%,-50.0%,4,-33.3%,-33.3%,6,-25.0%,-14.3%,250,195,162,95.3%,5.0%,-1.0%
,July 2016,"$1,350K",15.6%,37.8%,1,-50.0%,-66.7%,1,-75.0%,-80.0%,4,-33.3%,-55.6%,468,218,398,96.8%,1.5%,-1.3%
,August 2016,"$1,325K",-1.9%,46.0%,2,100.0%,-50.0%,2,100.0%,-50.0%,5,25.0%,-44.4%,385,-84,299,98.4%,1.6%,-0.8%
,September 2016,"$1,293K",-2.4%,35.9%,2,0.0%,0.0%,2,0.0%,-33.3%,4,-20.0%,-55.6%,194,-191,66,97.7%,-0.7%,-1.3%
,October 2016,"$1,293K",0.0%,35.9%,2,0.0%,0.0%,2,0.0%,-50.0%,3,-25.0%,-62.5%,194,0,66,97.7%,0.0%,-1.3%
,November 2016,"$1,080K",-16.5%,35.4%,3,50.0%,50.0%,,,,2,-33.3%,-60.0%,171,-23,122,93.1%,-4.5%,-3.0%
,December 2016,"$1,020K",-5.6%,22.5%,4,33.3%,0.0%,1,,-75.0%,2,0.0%,-60.0%,176,5,145,94.7%,1.6%,-3.0%
,January 2017,"$1,020K",0.0%,22.5%,4,0.0%,0.0%,3,200.0%,50.0%,2,0.0%,-50.0%,176,0,145,94.7%,0.0%,-3.0%
,February 2017,"$5,200K",409.8%,225.0%,3,-25.0%,-25.0%,4,33.3%,33.3%,3,50.0%,-40.0%,83,-93,6,97.1%,2.4%,-11.1%
,March 2017,"$3,525K",-32.2%,90.5%,2,-33.3%,-33.3%,3,-25.0%,-25.0%,1,-66.7%,-85.7%,222,139,110,93.3%,-3.8%,-13.8%
,April 2017,"$5,450K",54.6%,284.5%,3,50.0%,-25.0%,2,-33.3%,-66.7%,2,100.0%,-77.8%,52,-170,-44,95.5%,2.2%,-8.2%
,May 2017,"$3,939K",-27.7%,306.9%,3,0.0%,50.0%,1,-50.0%,-83.3%,2,0.0%,-75.0%,52,0,-4,94.6%,-0.9%,4.3%
,June 2017,"$4,695K",19.2%,302.1%,2,-33.3%,0.0%,1,0.0%,-75.0%,2,0.0%,-66.7%,40,-13,-211,96.9%,2.3%,1.6%
,July 2017,"$3,939K",-16.1%,191.8%,1,-50.0%,0.0%,1,0.0%,0.0%,2,0.0%,-50.0%,27,-13,-441,93.8%,-3.1%,-3.0%
,October 2017,"$2,200K",,70.2%,1,,-50.0%,3,,50.0%,4,,33.3%,166,,-28,96.1%,,-1.6%
,November 2017,"$2,200K",0.0%,103.7%,1,0.0%,-66.7%,4,33.3%,,5,25.0%,150.0%,166,0,-5,96.1%,0.0%,2.9%
,December 2017,"$2,200K",0.0%,115.7%,1,0.0%,-75.0%,2,-50.0%,100.0%,4,-20.0%,100.0%,166,0,-10,96.1%,0.0%,1.3%
,January 2018,"$1,410K",-35.9%,38.2%,1,0.0%,-75.0%,1,-50.0%,-66.7%,3,-25.0%,50.0%,94,-72,-82,100.8%,4.7%,6.0%
,February 2018,"$1,350K",-4.3%,-74.0%,2,100.0%,-33.3%,,,,2,-33.3%,-33.3%,93,-1,10,99.1%,-1.7%,2.0%
,March 2018,"$1,368K",1.3%,-61.2%,3,50.0%,50.0%,1,,-66.7%,2,0.0%,100.0%,94,1,-128,98.7%,-0.4%,5.4%
,April 2018,"$1,403K",2.6%,-74.3%,4,33.3%,33.3%,5,400.0%,150.0%,4,100.0%,100.0%,98,4,46,95.3%,-3.3%,-0.2%
,May 2018,"$1,403K",0.0%,-64.4%,4,0.0%,33.3%,7,40.0%,600.0%,2,-50.0%,0.0%,139,42,87,95.1%,-0.2%,0.4%
,June 2018,"$1,438K",2.5%,-69.4%,3,-25.0%,50.0%,8,14.3%,700.0%,4,100.0%,100.0%,175,36,136,94.2%,-0.9%,-2.7%
,July 2018,"$1,300K",-9.6%,-67.0%,1,-66.7%,0.0%,8,0.0%,700.0%,5,25.0%,150.0%,263,88,236,96.4%,2.2%,2.6%
,August 2018,"$1,390K",6.9%,,1,0.0%,,7,-12.5%,,6,20.0%,,53,-210,,100.0%,3.6%,
,September 2018,"$1,390K",0.0%,,1,0.0%,,7,0.0%,,7,16.7%,,53,0,,100.0%,0.0%,
,October 2018,"$1,390K",0.0%,-36.8%,1,0.0%,0.0%,9,28.6%,200.0%,9,28.6%,125.0%,53,0,-113,100.0%,0.0%,3.9%
,November 2018,"$1,044K",-24.9%,-52.5%,2,100.0%,100.0%,9,0.0%,125.0%,9,0.0%,80.0%,46,-8,-121,101.5%,1.5%,5.4%
,December 2018,"$1,044K",0.0%,-52.5%,2,0.0%,100.0%,7,-22.2%,250.0%,7,-22.2%,75.0%,46,0,-121,101.5%,0.0%,5.4%
,January 2019,"$1,044K",0.0%,-26.0%,2,0.0%,100.0%,3,-57.1%,200.0%,8,14.3%,166.7%,46,0,-49,101.5%,0.0%,0.7%
,March 2019,"$1,399K",,2.3%,1,,-66.7%,12,,1100.0%,15,,650.0%,167,,73,100.0%,,1.3%
,April 2019,"$1,399K",0.0%,-0.2%,1,0.0%,-75.0%,12,0.0%,140.0%,15,0.0%,275.0%,167,0,70,100.0%,0.0%,4.7%
,May 2019,"$1,371K",-2.0%,-2.2%,2,100.0%,-50.0%,7,-41.7%,0.0%,16,6.7%,700.0%,115,-53,-25,99.8%,-0.2%,4.7%
,June 2019,"$1,343K",-2.0%,-6.6%,1,-50.0%,-66.7%,6,-14.3%,-25.0%,16,0.0%,300.0%,62,-53,-113,99.6%,-0.2%,5.4%
,July 2019,"$1,343K",0.0%,3.3%,1,0.0%,0.0%,5,-16.7%,-37.5%,8,-50.0%,60.0%,62,0,-201,99.6%,0.0%,3.2%
,August 2019,"$5,475K",307.7%,293.9%,2,100.0%,100.0%,4,-20.0%,-42.9%,8,0.0%,33.3%,166,104,113,94.1%,-5.5%,-5.9%
,September 2019,"$5,475K",0.0%,293.9%,2,0.0%,100.0%,3,-25.0%,-57.1%,6,-25.0%,-14.3%,166,0,113,94.1%,0.0%,-5.9%
,October 2019,"$5,475K",0.0%,293.9%,2,0.0%,100.0%,2,-33.3%,-77.8%,4,-33.3%,-55.6%,166,0,113,94.1%,0.0%,-5.9%
,December 2019,"$1,100K",,5.4%,1,,-50.0%,2,,-71.4%,4,,-42.9%,257,,212,88.9%,,-12.6%
,January 2020,"$1,300K",18.2%,24.5%,3,200.0%,50.0%,6,200.0%,100.0%,5,25.0%,-37.5%,64,-193,19,95.5%,6.7%,-5.9%
,February 2020,"$1,300K",0.0%,,3,0.0%,,5,-16.7%,,2,-60.0%,,64,0,,95.5%,0.0%,
,March 2020,"$1,322K",1.7%,-5.5%,3,0.0%,200.0%,4,-20.0%,-66.7%,1,-50.0%,-93.3%,64,0,-103,99.1%,3.6%,-0.9%
,April 2020,"$1,322K",0.0%,-5.5%,1,-66.7%,0.0%,1,-75.0%,-91.7%,2,100.0%,-86.7%,250,186,83,99.5%,0.4%,-0.5%
,May 2020,"$1,322K",0.0%,-3.6%,1,0.0%,-50.0%,1,0.0%,-85.7%,2,0.0%,-87.5%,250,0,136,99.5%,0.0%,-0.2%
,August 2020,$737K,,-86.5%,1,,-50.0%,4,,0.0%,2,,-75.0%,46,,-120,92.2%,,-1.9%
,September 2020,$737K,0.0%,-86.5%,1,0.0%,-50.0%,5,25.0%,66.7%,4,100.0%,-33.3%,46,0,-120,92.2%,0.0%,-1.9%
,October 2020,$737K,0.0%,-86.5%,1,0.0%,-50.0%,5,0.0%,150.0%,5,25.0%,25.0%,46,0,-120,92.2%,0.0%,-1.9%
,November 2020,"$1,325K",79.8%,,2,100.0%,,4,-20.0%,,5,0.0%,,111,65,,96.7%,4.5%,
,December 2020,"$1,300K",-1.9%,18.2%,5,150.0%,400.0%,3,-25.0%,50.0%,3,-40.0%,-25.0%,87,-24,-171,98.4%,1.7%,9.6%
,January 2021,"$1,300K",0.0%,0.0%,5,0.0%,66.7%,6,100.0%,0.0%,5,66.7%,0.0%,87,0,23,98.4%,0.0%,2.9%
,February 2021,$980K,-24.6%,-24.6%,5,0.0%,66.7%,6,0.0%,20.0%,3,-40.0%,50.0%,48,-39,-16,96.3%,-2.2%,0.7%
,March 2021,$980K,0.0%,-25.9%,3,-40.0%,0.0%,8,33.3%,100.0%,4,33.3%,300.0%,52,4,-12,87.0%,-9.2%,-12.1%
,April 2021,$980K,0.0%,-25.9%,3,0.0%,200.0%,7,-12.5%,600.0%,6,50.0%,200.0%,52,0,-198,87.0%,0.0%,-12.5%
,May 2021,"$1,100K",12.2%,-16.8%,2,-33.3%,100.0%,10,42.9%,900.0%,8,33.3%,300.0%,50,-3,-201,89.2%,2.2%,-10.3%
,June 2021,"$1,650K",50.1%,,3,50.0%,,8,-20.0%,,7,-12.5%,,59,10,,96.7%,7.5%,
,July 2021,"$1,555K",-5.8%,,4,33.3%,,5,-37.5%,,4,-42.9%,,43,-16,,96.9%,0.1%,
,August 2021,"$1,460K",-6.1%,98.1%,5,25.0%,400.0%,1,-80.0%,-75.0%,3,-25.0%,50.0%,77,34,31,96.7%,-0.2%,4.4%
"Los Angeles, CA - Westwood",January 2014,$658K,10.8%,-9.2%,1,-50.0%,-66.7%,1,0.0%,-66.7%,1,,-50.0%,10,1,-35,98.4%,0.1%,-1.4%
,May 2014,$852K,,27.4%,1,,-66.7%,3,,-50.0%,,,,17,,-30,100.4%,,-2.7%
,June 2014,$852K,0.0%,26.1%,3,200.0%,50.0%,2,-33.3%,-50.0%,2,,100.0%,22,5,8,99.7%,-0.6%,-5.4%
,July 2014,$852K,0.0%,23.1%,3,0.0%,50.0%,4,100.0%,0.0%,2,0.0%,0.0%,22,0,13,99.7%,0.0%,0.7%
,August 2014,$799K,-6.2%,7.7%,5,66.7%,0.0%,5,25.0%,25.0%,2,0.0%,100.0%,22,0,14,98.7%,-1.0%,-1.4%
,September 2014,$860K,7.6%,14.9%,5,0.0%,25.0%,5,0.0%,25.0%,1,-50.0%,,21,-1,13,101.0%,2.3%,0.3%
,October 2014,$800K,-7.0%,6.9%,7,40.0%,75.0%,3,-40.0%,50.0%,,,,21,0,13,99.1%,-1.9%,-1.1%
,November 2014,$800K,0.0%,34.7%,5,-28.6%,150.0%,2,-33.3%,100.0%,,,,24,3,15,99.8%,0.7%,1.5%
,December 2014,$729K,-8.9%,22.7%,3,-40.0%,50.0%,,,,,,,24,0,15,96.3%,-3.5%,-2.0%
,January 2015,$729K,0.0%,10.8%,1,-66.7%,0.0%,2,,100.0%,1,,0.0%,24,0,14,100.0%,3.7%,1.6%
,March 2015,$973K,,,2,,,2,,,,,,17,,,102.8%,,
,April 2015,$973K,0.0%,,2,0.0%,,,,,,,,17,0,,102.8%,0.0%,
,May 2015,$973K,0.0%,14.1%,2,0.0%,100.0%,2,,-33.3%,2,,,17,0,-1,102.8%,0.0%,2.5%
,July 2015,$835K,,-2.0%,2,,-33.3%,9,,125.0%,4,,100.0%,14,,-9,100.7%,,1.0%
,August 2015,$890K,6.6%,11.4%,4,100.0%,-20.0%,7,-22.2%,40.0%,3,-25.0%,50.0%,20,6,-3,98.7%,-2.0%,0.0%
,September 2015,$900K,1.1%,4.7%,7,75.0%,40.0%,3,-57.1%,-40.0%,2,-33.3%,100.0%,21,2,0,97.8%,-1.0%,-3.2%
,October 2015,$915K,1.7%,14.4%,5,-28.6%,-28.6%,1,-66.7%,-66.7%,2,0.0%,,51,30,30,96.6%,-1.2%,-2.5%
,November 2015,$848K,-7.4%,5.9%,4,-20.0%,-20.0%,2,100.0%,0.0%,1,-50.0%,,59,8,35,97.4%,0.8%,-2.4%
,December 2015,$749K,-11.6%,2.7%,1,-75.0%,-66.7%,2,0.0%,,,,,62,4,38,100.0%,2.6%,3.7%
,January 2016,$782K,4.4%,7.3%,4,300.0%,300.0%,2,0.0%,0.0%,1,,0.0%,41,-22,17,98.6%,-1.4%,-1.4%
,February 2016,$745K,-4.7%,,4,0.0%,,1,-50.0%,,,,,19,-22,,100.0%,1.4%,
,March 2016,$745K,0.0%,-23.4%,4,0.0%,100.0%,4,300.0%,100.0%,3,,,19,0,3,100.0%,0.0%,-2.9%
,April 2016,$665K,-10.8%,-31.6%,1,-75.0%,-50.0%,4,0.0%,,,,,7,-12,-10,105.7%,5.7%,2.9%
,May 2016,$683K,2.7%,-29.8%,3,200.0%,50.0%,5,25.0%,150.0%,,,,21,14,5,99.9%,-5.8%,-2.9%
,June 2016,$756K,10.7%,,5,66.7%,,4,-20.0%,,1,,,11,-10,,102.5%,2.6%,
,July 2016,$759K,0.3%,-9.2%,6,20.0%,200.0%,3,-25.0%,-66.7%,,,,10,-1,-4,102.9%,0.4%,2.2%
,August 2016,$809K,6.6%,-9.1%,4,-33.3%,0.0%,4,33.3%,-42.9%,2,,-33.3%,9,-1,-11,103.9%,1.0%,5.2%
,September 2016,$809K,0.0%,-10.1%,2,-50.0%,-71.4%,3,-25.0%,0.0%,2,0.0%,0.0%,7,-3,-15,101.4%,-2.5%,3.7%
,October 2016,$833K,2.9%,-9.0%,1,-50.0%,-80.0%,4,33.3%,300.0%,2,0.0%,0.0%,4,-3,-47,98.1%,-3.4%,1.5%
,November 2016,$900K,8.1%,6.2%,1,0.0%,-75.0%,3,-25.0%,50.0%,2,0.0%,100.0%,84,80,26,100.1%,2.1%,2.7%
,December 2016,$888K,-1.4%,18.5%,2,100.0%,100.0%,3,0.0%,50.0%,3,50.0%,,44,-41,-19,101.0%,0.9%,1.0%
,January 2017,$900K,1.4%,15.1%,3,50.0%,-25.0%,2,-33.3%,0.0%,1,-66.7%,0.0%,28,-16,-13,99.0%,-2.0%,0.4%
,February 2017,$875K,-2.8%,17.4%,3,0.0%,-25.0%,3,50.0%,200.0%,2,100.0%,,28,0,9,99.0%,0.0%,-1.0%
,March 2017,"$1,110K",26.9%,48.9%,5,66.7%,25.0%,3,0.0%,-25.0%,,,,43,15,24,97.7%,-1.3%,-2.3%
,April 2017,$993K,-10.6%,49.2%,4,-20.0%,300.0%,4,33.3%,0.0%,1,,,44,1,37,98.3%,0.7%,-7.4%
,May 2017,"$1,110K",11.8%,62.5%,3,-25.0%,0.0%,4,0.0%,-20.0%,2,100.0%,,45,1,24,97.7%,-0.6%,-2.2%
,June 2017,$915K,-17.6%,21.0%,1,-66.7%,-80.0%,6,50.0%,50.0%,2,0.0%,100.0%,1,-44,-10,99.5%,1.7%,-3.1%
,July 2017,"$1,106K",20.8%,45.7%,5,400.0%,-16.7%,7,16.7%,133.3%,1,-50.0%,,11,10,1,106.0%,6.5%,3.1%
,August 2017,"$1,150K",4.0%,42.2%,7,40.0%,75.0%,7,0.0%,75.0%,2,100.0%,0.0%,14,3,5,106.2%,0.2%,2.2%
,September 2017,"$1,150K",0.0%,42.2%,7,0.0%,250.0%,7,0.0%,133.3%,2,0.0%,0.0%,15,1,9,106.7%,0.6%,5.3%
,October 2017,"$1,109K",-3.6%,33.2%,5,-28.6%,400.0%,5,-28.6%,25.0%,1,-50.0%,-50.0%,14,-1,10,105.7%,-1.0%,7.6%
,November 2017,$973K,-12.3%,8.1%,4,-20.0%,300.0%,3,-40.0%,0.0%,1,0.0%,-50.0%,9,-5,-75,104.7%,-1.0%,4.6%
,December 2017,"$1,065K",9.5%,20.0%,3,-25.0%,50.0%,,,,1,0.0%,-66.7%,8,-1,-36,105.2%,0.4%,4.2%
,January 2018,$880K,-17.4%,-2.2%,1,-66.7%,-66.7%,1,,-50.0%,1,0.0%,0.0%,8,0,-20,103.7%,-1.5%,4.6%
,March 2018,$987K,,-11.1%,2,,-60.0%,4,,33.3%,1,,,20,,-23,101.8%,,4.1%
,April 2018,"$1,047K",6.1%,5.5%,3,50.0%,-25.0%,7,75.0%,75.0%,3,200.0%,200.0%,29,9,-15,99.8%,-2.0%,1.5%
,May 2018,"$1,047K",0.0%,-5.7%,5,66.7%,66.7%,7,0.0%,75.0%,3,0.0%,50.0%,12,-17,-33,103.1%,3.2%,5.3%
,June 2018,"$1,020K",-2.6%,11.5%,5,0.0%,400.0%,6,-14.3%,0.0%,2,-33.3%,0.0%,12,0,11,105.2%,2.2%,5.8%
,July 2018,"$1,020K",0.0%,-7.7%,5,0.0%,0.0%,3,-50.0%,-57.1%,3,50.0%,200.0%,12,0,1,105.6%,0.3%,-0.4%
,August 2018,"$1,020K",0.0%,-11.3%,3,-40.0%,-57.1%,3,0.0%,-57.1%,3,0.0%,50.0%,26,14,12,104.0%,-1.5%,-2.1%
,September 2018,$880K,-13.7%,-23.5%,3,0.0%,-57.1%,6,100.0%,-14.3%,5,66.7%,150.0%,66,40,51,102.9%,-1.1%,-3.8%
,October 2018,$875K,-0.6%,-21.1%,3,0.0%,-40.0%,6,0.0%,20.0%,3,-40.0%,200.0%,56,-10,42,102.8%,-0.1%,-2.9%
,November 2018,$878K,0.3%,-9.8%,4,33.3%,0.0%,4,-33.3%,33.3%,2,-33.3%,100.0%,49,-8,40,102.1%,-0.7%,-2.6%
,December 2018,$923K,5.1%,-13.4%,4,0.0%,33.3%,1,-75.0%,,1,-50.0%,0.0%,49,0,41,98.2%,-3.9%,-7.0%
,January 2019,$993K,7.6%,12.8%,4,0.0%,300.0%,1,0.0%,0.0%,1,0.0%,0.0%,50,2,42,97.1%,-1.0%,-6.5%
,February 2019,$993K,0.0%,,4,0.0%,,2,100.0%,,2,100.0%,,45,-5,,99.7%,2.5%,
,March 2019,"$1,063K",7.1%,7.7%,2,-50.0%,0.0%,2,0.0%,-50.0%,2,0.0%,100.0%,49,4,29,101.6%,2.0%,-0.2%
,April 2019,"$1,063K",0.0%,1.5%,2,0.0%,-33.3%,2,0.0%,-71.4%,1,-50.0%,-66.7%,27,-23,-3,105.8%,4.2%,6.0%
,May 2019,"$1,025K",-3.6%,-2.1%,1,-50.0%,-80.0%,3,50.0%,-57.1%,3,200.0%,0.0%,45,19,33,101.5%,-4.3%,-1.6%
,June 2019,"$7,180K",600.5%,603.9%,2,100.0%,-60.0%,5,66.7%,-16.7%,4,33.3%,100.0%,189,144,177,92.5%,-8.9%,-12.7%
,July 2019,"$1,177K",-83.6%,15.4%,3,50.0%,-40.0%,6,20.0%,100.0%,3,-25.0%,0.0%,62,-127,50,94.5%,1.9%,-11.1%
,August 2019,$988K,-16.1%,-3.1%,5,66.7%,66.7%,5,-16.7%,66.7%,4,33.3%,33.3%,55,-7,29,98.5%,4.0%,-5.5%
,September 2019,$988K,0.0%,12.3%,5,0.0%,66.7%,3,-40.0%,-50.0%,3,-25.0%,-40.0%,41,-14,-25,101.6%,3.1%,-1.3%
,October 2019,$988K,0.0%,12.9%,3,-40.0%,0.0%,3,0.0%,-50.0%,3,0.0%,0.0%,40,-1,-16,102.8%,1.1%,0.0%
,November 2019,"$1,195K",20.9%,36.1%,2,-33.3%,-50.0%,2,-33.3%,-50.0%,3,0.0%,50.0%,27,-13,-22,100.0%,-2.8%,-2.1%
,December 2019,"$1,068K",-10.6%,15.7%,2,0.0%,-50.0%,3,50.0%,200.0%,2,-33.3%,100.0%,36,9,-13,100.2%,0.2%,2.0%
,January 2020,"$1,068K",0.0%,7.6%,2,0.0%,-50.0%,1,-66.7%,0.0%,2,0.0%,100.0%,36,0,-14,100.2%,0.0%,3.1%
,February 2020,$935K,-12.4%,-5.8%,1,-50.0%,-75.0%,1,0.0%,-50.0%,2,0.0%,0.0%,58,22,13,99.6%,-0.6%,-0.1%
,July 2020,"$1,213K",,3.0%,2,,-33.3%,3,,-50.0%,2,,-33.3%,60,,-3,99.2%,,4.7%
,August 2020,"$1,250K",3.1%,26.5%,3,50.0%,-40.0%,3,0.0%,-40.0%,2,0.0%,-50.0%,52,-8,-3,99.5%,0.3%,0.9%
,September 2020,"$1,213K",-3.0%,22.7%,4,33.3%,-20.0%,4,33.3%,33.3%,2,0.0%,-33.3%,52,-1,11,98.9%,-0.5%,-2.7%
,October 2020,"$1,225K",1.0%,24.0%,2,-50.0%,-33.3%,3,-25.0%,0.0%,3,50.0%,0.0%,49,-3,9,98.7%,-0.2%,-4.1%
,November 2020,"$1,050K",-14.3%,-12.1%,1,-50.0%,-50.0%,2,-33.3%,0.0%,2,-33.3%,-33.3%,51,3,24,97.3%,-1.4%,-2.7%
,February 2021,$947K,,1.3%,2,,100.0%,6,,500.0%,5,,150.0%,73,,15,96.1%,,-3.5%
,March 2021,"$1,210K",27.8%,,7,250.0%,,9,50.0%,,4,-20.0%,,49,-25,,102.5%,6.5%,
,April 2021,"$1,135K",-6.2%,,8,14.3%,,10,11.1%,,2,-50.0%,,53,5,,101.8%,-0.8%,
,May 2021,"$1,208K",6.4%,,10,25.0%,,5,-50.0%,,1,-50.0%,,50,-3,,102.1%,0.4%,
,June 2021,"$1,060K",-12.2%,,5,-50.0%,,6,20.0%,,4,300.0%,,50,0,,99.1%,-3.0%,
,July 2021,"$1,165K",9.9%,-3.9%,7,40.0%,250.0%,4,-33.3%,33.3%,1,-75.0%,-50.0%,41,-9,-19,101.1%,2.0%,2.0%
,August 2021,"$1,141K",-2.1%,-8.7%,5,-28.6%,66.7%,5,25.0%,66.7%,1,0.0%,-50.0%,41,0,-11,99.5%,-1.7%,0.0%